ANATOMY,"Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth",nan,nan,nan,nan,nan,nan,nan
Zotu173,4,3,3,1,4,54,8,3,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu174,0,0,0,1,3,2,1,25,bacteria,bacillota,bacilli,bacillales,bacillaceae,lysinibacillus,lysinibacillus composti
Zotu175,12,14,540,534,5,72,11,5,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu176,6,0,2,6,1,3,2,9,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum denitrificans
Zotu177,20,0,2,0,0,2,0,0,bacteria,actinomycetota,nitriliruptoria,egicoccales,egicoccaceae,egicoccus,egicoccus halophilus
Zotu178,28,0,0,0,1,83,204,1,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,candidatus anammoximicrobium,candidatus anammoximicrobium moscowii
Zotu179,3,0,1,6,2,1,1,65,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum aerium
Zotu180,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas sediminicola
Zotu181,6,5,1,141,2,2,2,4,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,methylobacterium,methylobacterium dankookense
Zotu182,0,0,0,0,0,0,0,0,bacteria,chloroflexota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu183,0,0,1,0,0,2,0,1,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides marinus
Zotu184,3,1,5,5,6,4,4,1,bacteria,acidobacteriota,blastocatellia,blastocatellales,blastocatellaceae,aridibacter,aridibacter famidurans
Zotu185,1,1,1,0,0,12,1,2,bacteria,pseudomonadota,gammaproteobacteria,oceanospirillales,halomonadaceae,halomonas,halomonas axialensis
Zotu186,8,36,23,1,40,195,76,17,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu187,0,0,0,3,0,0,10,5,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas trueperi
Zotu188,4,24,30,65,3,21,5,5,bacteria,actinomycetota,coriobacteriia,coriobacteriales,coriobacteriaceae,enorma,enorma burkinafasonensis
Zotu189,8,0,0,6,6,2,6,11,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,paracoccaceae,paracoccus,paracoccus marinus
Zotu190,1,3,6,1,27,26,269,199,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu191,2,2,0,0,0,1,1,2,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aquaticus
Zotu192,1,2,0,0,2,95,51,1,archaea,nitrososphaerota,nitrososphaeria,nitrososphaerales,nitrososphaeraceae,candidatus nitrososphaera,candidatus nitrososphaera
Zotu193,3,1,2,3,3,2,2,12,bacteria,bacillota,bacilli,bacillales,bacillaceae,pseudalkalibacillus,pseudalkalibacillus decolorationis
Zotu194,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,blastococcus,blastococcus jejuensis
Zotu195,3,5,0,0,117,38,241,394,archaea,nitrososphaerota,nitrososphaeria,nitrososphaerales,nitrososphaeraceae,candidatus nitrososphaera,candidatus nitrososphaera
Zotu196,1,0,4,1,3,2,0,5,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,sinobacteraceae,solimonas,solimonas soli
Zotu197,4,4,2,3,0,3,2,13,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,nibribacter,nibribacter koreensis
Zotu198,0,0,1,3,3,2,1,5,bacteria,actinomycetota,actinomycetia,micrococcales,micrococcaceae,kocuria,kocuria rosea
Zotu199,0,0,0,0,0,1,0,14,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter ginsengiterrae
Zotu200,4,3,4,0,5,2,59,11,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu201,6,0,3,3,1,2,2,31,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga roseola
Zotu202,166,63,22,3,3,17,15,16,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,ammoniphilus,ammoniphilus resinae
Zotu203,5,0,1,26,15,19,14,7,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter radiotolerans
Zotu204,5,1,2,2,3,3,28,113,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum aerium
Zotu205,5,5,5,5,2,9,4,10,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,paracoccaceae,paracoccus,paracoccus yeei
Zotu206,1,2,1,1,3,1,4,1,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu207,0,1,0,2,2,0,10,30,bacteria,pseudomonadota,gammaproteobacteria,xanthomonadales,xanthomonadaceae,lysobacter,lysobacter bugurensis
Zotu208,17,20,35,4,75,108,27,6,bacteria,bacillota,clostridia,eubacteriales,clostridiales family xvii. incertae sedis,thermaerobacter,thermaerobacter subterraneus
Zotu209,2,0,1,2,1,24,45,14,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum autotrophicum
Zotu210,2,2,68,7,6,16,7,8,bacteria,actinomycetota,actinomycetes,streptosporangiales,streptosporangiaceae,nonomuraea,nonomuraea thailandensis
Zotu211,1,4,3,1,8,16,25,21,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu212,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,blastococcus,blastococcus aggregatus
Zotu213,7,0,5,3,5,1,10,56,bacteria,pseudomonadota,gammaproteobacteria,xanthomonadales,xanthomonadaceae,lysobacter,lysobacter silvisoli
Zotu214,137,192,58,4,271,17,6,4,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,hyphomicrobiaceae,methylothermalis,methylothermalis aethiopiae
Zotu215,4,10,18,13,19,9,1658,300,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu216,2,1,3,2,2,6,7,35,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,modestobacter,modestobacter marinus
Zotu217,0,0,1,1,2,0,1,71,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter galbus
Zotu218,1,1,1,4,3,3,37,125,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum autotrophicum
Zotu219,5,4,5,6,1,2,4,5,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu220,0,10,67,117,507,320,92,1,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu221,2,2,9,0,0,3,3,0,bacteria,actinomycetota,actinomycetes,kitasatosporales,streptomycetaceae,streptomyces,streptomyces flavogriseus
Zotu222,7,11,32,67,212,186,524,5,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu223,11,1,1,2,1,2,4,3,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,oxalophagus,oxalophagus oxalicus
Zotu224,1,2,5,1,3,1,4,36,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium rubrum
Zotu225,2,3,2,4,2,7,15,136,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,burkholderiales,aquabacterium,aquabacterium limnoticum
Zotu226,0,0,0,0,0,0,0,0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aerophilus
Zotu227,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,thermocrispum,thermocrispum municipale
Zotu228,2,1,3,5,2,3,4,10,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,oxalicibacterium,oxalicibacterium horti
Zotu229,5,1,3,4,3,3,6,3,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu230,0,1,0,0,0,0,1,126,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter galbus
Zotu231,23,40,0,73,88,39,268,19,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu232,1,2,2,4,5,1,65,56,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,herbaspirillum,herbaspirillum rhizosphaerae
Zotu233,3,2,2,3,10,3,3,5,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu234,0,0,4,1,2,3,2,6,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter metallilatus
Zotu235,2,3,0,0,3,0,0,115,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum aerium
Zotu236,4,0,4,6,4,6,5,4,bacteria,actinomycetota,actinomycetes,mycobacteriales,corynebacteriaceae,corynebacterium,corynebacterium vitaeruminis
Zotu237,7,2,3,94,16,17,5,1,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas phototrophica
Zotu238,0,0,1,2,1,4,2,1,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter spartanus
Zotu239,0,3,3,0,3,1,1,73,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium rubrum
Zotu240,220,307,263,118,20,3,4,6,bacteria,pseudomonadota,deltaproteobacteria,desulfuromonadales,desulfuromonadaceae,pelobacter,pelobacter carbinolicus
Zotu241,10,6,32,0,20,144,129,26,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu242,3,1,0,0,3,2,0,3,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu243,0,2,3,3,1,21,14,1,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu244,91,67,94,188,50,32,19,6,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu245,23,1,12,5,1,12,34,25,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,geodermatophilus,geodermatophilus ruber
Zotu246,12,21,24,39,227,69,82,8,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter radiotolerans
Zotu247,2,1,5,6,0,8,2,5,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter stalactiti
Zotu248,0,1,1,0,2,4,3,42,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum autotrophicum
Zotu249,0,0,1,1,1,0,3,14,bacteria,chloroflexota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu250,0,0,3,1,0,1,0,2,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter ginsengiterrae
Zotu251,1,0,1,1,2,3,1,3,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,sphaerotilaceae,rubrivivax,rubrivivax rivuli
Zotu252,290,421,381,1,36,3,4,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,candidatus methanomethylophilaceae,candidatus methanomethylophilus,candidatus methanomethylophilus alvus
Zotu253,4,2,3,1,3,1,5,220,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter ginsengiterrae
Zotu254,7,3,3,3,0,1,30,14,bacteria,actinomycetota,thermoleophilia,miltoncostaeales,miltoncostaeaceae,miltoncostaea,miltoncostaea oceani
Zotu255,4,9,1,0,28,0,2,2,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu256,0,3,2,2,3,3,0,7,bacteria,actinomycetota,actinomycetia,propionibacteriales,propionibacteriaceae,propionibacterium,propionibacterium acnes
Zotu257,3,1,1,5,1,1,16,46,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,herbaspirillum,herbaspirillum lusitanum
Zotu258,127,149,150,127,262,0,2,2,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,candidatus methanomethylophilaceae,candidatus methanomethylophilus,candidatus methanomethylophilus alvus
Zotu259,0,2,3,8,24,67,88,6,bacteria,actinomycetota,nitriliruptoria,euzebyales,euzebyaceae,euzebya,euzebya tangerina
Zotu260,12,2,33,4,17,70,2,2,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu261,3,0,3,3,2,5,2,5,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides szechwanensis
Zotu262,252,11,2,0,105,0,0,4,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,candidatus methanomethylophilaceae,candidatus methanomethylophilus,candidatus methanomethylophilus alvus
Zotu263,1,0,0,0,1,1,1,2,bacteria,pseudomonadota,betaproteobacteria,nitrosomonadales,nitrosomonadaceae,nitrosospira,nitrosospira briensis
Zotu264,1,2,3,0,0,1,1,1,bacteria,pseudomonadota,gammaproteobacteria,oceanospirillales,halomonadaceae,halomonas,halomonas sediminis
Zotu265,6,6,9,9,5,318,189,38,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu266,3,2,1,2,2,0,2,5,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu267,83,44,186,3,0,33,2,2,bacteria,chloroflexota,anaerolineae,anaerolineales,anaerolineaceae,thermanaerothrix,thermanaerothrix daxensis
Zotu268,1,0,2,0,3,1,3,1,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas aquatica
Zotu269,0,1,0,0,0,0,1,17,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,nevskiaceae,nevskia,nevskia terrae
Zotu270,3,2,13,16,73,362,92,32,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu271,0,0,1,3,1,0,4,11,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter ginsengiterrae
Zotu272,3,2,3,1,5,0,3,19,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu273,0,0,0,0,0,0,0,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,rhabdothermincola,rhabdothermincola sediminis
Zotu274,0,0,1,1,1,58,134,27,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter ginsengiterrae
Zotu275,2,3,0,0,2,1,1,112,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,sediminibacterium,sediminibacterium goheungense
Zotu276,1,9,0,0,0,0,0,0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu277,4,2,2,2,194,50,0,1,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,candidatus methanomethylophilaceae,candidatus methanomethylophilus,candidatus methanomethylophilus alvus
Zotu278,1,1,3,0,1,4,1,150,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter rhizoryzae
Zotu279,0,0,0,0,0,2,0,11,bacteria,chloroflexota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu280,0,0,1,2,0,2,1,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,acidiferrimicrobium,acidiferrimicrobium australe
Zotu281,608,252,138,6,6,4,12,11,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,nevskiaceae,panacagrimonas,panacagrimonas perspica
Zotu282,6,3,2,2,8,7,5,49,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,geodermatophilus,geodermatophilus bullaregiensis
Zotu283,6,5,8,4,23,285,127,125,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,iamia,iamia majanohamensis
Zotu284,0,0,1,0,1,0,0,58,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter metallilatus
Zotu285,2,2,15,3,4,2,3,5,bacteria,bacillota,bacilli,bacillales,staphylococcaceae,staphylococcus,staphylococcus warneri
Zotu286,0,0,0,0,0,0,0,0,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu287,2,3,2,2,2,3,1,7,bacteria,actinomycetota,actinomycetes,kineosporiales,kineosporiaceae,angustibacter,angustibacter speluncae
Zotu288,3,3,3,5,1,1,4,29,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,segetibacter,segetibacter koreensis
Zotu289,12,10,7,5,12,2,4,6,bacteria,bacillota,thermolithobacteria,thermolithobacterales,thermolithobacteraceae,thermolithobacter,thermolithobacter ferrireducens
Zotu290,55,98,57,228,113,112,3,4,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu291,2,0,2,1,1,14,16,57,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga thermotolerans
Zotu292,5,4,6,3,2,6,6,979,bacteria,bacillota,bacilli,bacillales,alicyclobacillaceae,tumebacillus,tumebacillus ginsengisoli
Zotu293,0,0,0,0,0,1,0,1,bacteria,actinomycetota,nitriliruptoria,egibacterales,egibacteraceae,egibacter,egibacter rhizosphaerae
Zotu294,3,2,271,290,23,32,40,4,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,geodermatophilus,geodermatophilus saharensis
Zotu295,6,2,6,2,3,2,3,1,bacteria,actinomycetota,nitriliruptoria,egibacterales,egibacteraceae,egibacter,egibacter rhizosphaerae
Zotu296,1,1,1,1,3,21,5,2,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon gulosus
Zotu297,1,1,1,5,1,3,1,3,bacteria,actinomycetota,actinomycetes,kitasatosporales,streptomycetaceae,streptomyces,streptomyces gobitricini
Zotu298,0,0,0,1,0,1,3,1,bacteria,pseudomonadota,betaproteobacteria,rhodocyclales,zoogloeaceae,pseudothauera,pseudothauera nasutitermitis
Zotu299,0,0,1,0,0,1,0,0,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,aureliella,aureliella helgolandensis
Zotu300,3,2,1,1,3,107,79,2,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu301,2,4,0,2,24,2,26,42,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga lupini
Zotu302,5,1,1,1,2,5,0,2,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,roseisolibacter,roseisolibacter agri
Zotu303,24,6,14,2,6,5,17,13,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,oxalophagus,oxalophagus oxalicus
Zotu304,4,9,2,3,2,21,592,189,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga indica
Zotu305,5,0,4,3,1,3,3,12,bacteria,actinomycetota,actinomycetes,micrococcales,micrococcaceae,kocuria,kocuria palustris
Zotu306,5,5,0,3,5,37,16,4,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu307,2,1,1,0,0,0,1,8,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum autotrophicum
Zotu308,0,1,0,5,4,8,128,88,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu309,1,0,1,1,0,1,4,2,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,nibribacter,nibribacter koreensis
Zotu310,4,1,0,2,2,3,3,4,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,parasegetibacter,parasegetibacter luojiensis
Zotu311,0,1,0,0,2,2,5,14,bacteria,bacillota,bacilli,bacillales,bacillaceae,bacillus,bacillus suaedaesalsae
Zotu312,3,32,38,1,2,3,3,2,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,zavarzinella,zavarzinella formosa
Zotu313,2,2,3,4,1,2,1,3,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,comamonadaceae,ramlibacter,ramlibacter agri
Zotu314,0,1,1,1,0,0,1,3,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,saccharothrix,saccharothrix espanaensis
Zotu315,2,3,4,4,1,8,4,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu316,1,0,2,1,3,3,3,4,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,saccharopolyspora,saccharopolyspora halotolerans
Zotu317,1,2,35,2,1,8,10,4,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu318,0,1,2,3,32,0,17,15,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu319,0,0,0,0,0,0,0,0,bacteria,bacteroidota,cytophagia,cytophagales,cytophagaceae,edaphorhabdus,edaphorhabdus rosea
Zotu320,1,3,13,80,5,8,1,2,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,nevskiaceae,panacagrimonas,panacagrimonas perspica
Zotu321,1,1,1,0,1,6,0,38,bacteria,bacteroidota,cytophagia,cytophagales,spirosomataceae,telluribacter,telluribacter humicola
