ANATOMY,Interdune,Stoss,Lee,Interdune,Interdune,Interdune,Interdune,Stoss,Lee,Interdune,Stoss,Lee,Interdune,Stoss,Lee,Interdune,Lee,Interdune,Stoss,Stoss,Lee,Lee,Lee,Stoss,Stoss,Lee,Stoss,Lee,"Stoss, Star","Stoss, Star","Lee, Star","Stoss, Star","Stoss, Star",Stoss,Lee,Stoss,Stoss,Lee,Lee,Lee,Lee,Interdune,Interdune,Stoss,Stoss,Stoss,Lee,Lee,Interdune,Lee,"Stoss, Crest",Lee,nan,nan,nan,nan,nan,nan,nan
Zotu,MF.4B,MF.5B,MF.6B,MF.7B,MF.8B,MF.11A,MF.12A,MF.13A,MF.14B,MF.15A,MF.16A,MF.17A,MF.18B,MF.19A,MF.20A,MF.27B,MF.30A,MF.33A,ED.01A,ED.02B,ED.03A,ED.04A,ED.05A,ED.06A,ED.08A,ED.09A,ED.10A,ED.11A,ED.12A,ED.13A,ED.14B,ED.15B,ED.16A,ED.17B,ED.18A,ED.19A,ED.20A,ED.21A,ED.22A,ED.23A,ED.24A,ED.33A,IX.1B,IX.2A,IX.3A,IX.4B,IX.5A,IX.6A,IX.7A,IX.8A,IX.9A,IX.10A,Domain,Phylum,Class,Order,Family,Genus,Species
Zotu62,4151,11,15,15,26,54,48,22,16,50,17,35,15,20,17,137,27,190,20,12,37,8,24,15,68,21,19,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides jensenii
Zotu63,2,17,19,0,1,6,27,4,21,1,5,15,4,11,34,2,125,2,3,2,1,160,7,3,0,25,3,7,534,420,151,280,6,980,97,185,9,98,5,5,7,5,7,5,8,7,14,2,3,8,3,20,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,pseudonocardia,pseudonocardia adelaidensis
Zotu64,13,19,40,33,19,8,27,9,10,53,7,43,7,14,8,8,9,10,20,104,14,37,302,5,22,484,114,177,188,132,158,143,174,75,240,200,90,296,9,58,105,50,8,11,13,8,2,9,2,26,5,11,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides szechwanensis
Zotu65,4,3,82,161,6,2,134,2,4,49,71,3,0,3,47,5,0,3,4,376,1,0,7,2,1,505,191,217,1,0,0,159,2,2,102,131,275,3,2,0,1,22,1,1,1,1,0,0,0,51,0,71,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,aureliella,aureliella helgolandensis
Zotu66,282,150,38,12,5,6,1202,347,34,123,7,92,11,73,78,141,14,14,17,12,12,11,16,15,13,11,20,20,16,0,2,3,5,1,2,1,2,1,1,95,4,1,118,0,2,0,2,3,2,103,189,1,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aquaticus
Zotu67,2,11,1,4,5,5,2,5,24,2,0,1,2,33,2,1,1,1,2,465,4,1,1,3,4,185,1,2,2,6,5,295,7,9,94,75,12,239,6,317,11,7,3,90,113,8,5,134,40,9,9,9,bacteria,actinomycetota,actinomycetia,streptosporangiales,streptosporangiaceae,thermobispora,thermobispora bispora
Zotu68,7,39,68,11,6,13,22,148,141,17,8,126,6,144,79,62,157,671,44,11,10,3,12,20,11,86,38,134,10,420,8,38,5,135,5,69,3,135,9,93,9,1,13,10,6,6,5,6,20,57,32,84,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,oxalicibacterium,oxalicibacterium horti
Zotu69,15,52,93,202,19,37,162,222,107,59,72,13,5,20,52,1240,13,15,68,15,11,16,20,13,16,15,25,16,12,3,5,3,4,2,0,5,2,28,3,0,1,7,109,1,1,37,142,85,75,56,16,1,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium rubrum
Zotu70,262,12,25,9,15,12,5,9,4,5,7,32,8,12,13,10,14,291,20,4,700,397,193,81,6,6,4,11,125,100,192,3,167,5,44,18,46,23,1,6,3,2,48,74,2,48,150,2,36,8,38,19,bacteria,actinomycetota,actinomycetes,micrococcales,microbacteriaceae,microbacterium,microbacterium proteolyticum
Zotu71,7,97,61,48,36,8,114,160,55,57,30,100,10,336,201,9,162,326,44,8,561,7,15,16,7,6,6,15,7,4,4,97,4,3,6,7,5,2,5,20,2,4,6,3,3,6,1,4,4,59,86,112,bacteria,pseudomonadota,betaproteobacteria,rhodocyclales,zoogloeaceae,pseudothauera,pseudothauera nasutitermitis
Zotu72,7,5,16,11,19,7,5,10,9,8,7,8,1,6,4,6,65,7,13,229,116,8,3,64,55,433,97,64,49,7,50,101,306,42,271,93,98,214,10,344,159,17,8,12,12,11,12,10,11,14,6,4,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter stalactiti
Zotu73,10,58,47,6,8,3,13,91,22,9,35,49,9,64,16,5,9,2,180,5,8,8,227,14,222,60,30,410,79,172,179,106,5,1,50,35,10,11,4,65,8,8,98,43,1,7,8,5,52,178,118,135,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,massilia,massilia atriviolacea
Zotu74,166,12,50,41,22,36,104,37,31,19,8,13,3,14,17,98,14,192,142,68,178,35,166,60,7,260,121,231,47,136,5,114,69,4,279,44,98,145,1,191,4,21,84,5,9,67,1,3,11,32,32,37,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,blastococcus,blastococcus colisei
Zotu75,10,73,206,5,10,10,59,248,29,8,9,41,7,15,156,2,4,9,548,7,12,11,16,70,10,9,6,21,11,11,6,120,7,12,13,6,4,17,7,10,164,9,101,8,6,10,4,14,112,416,137,195,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,massilia,massilia consociata
Zotu76,8,8,8,5,7,4,11,7,6,2,6,7,5,7,4,4,3,15,7,1,5,6,8,58,4,392,192,207,349,153,9,191,86,13,52,164,503,278,229,87,19,5,8,6,9,5,7,6,7,13,8,5,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,acidiferrimicrobium,acidiferrimicrobium australe
Zotu77,19,62,118,10,4,36,61,132,38,73,21,75,4,94,52,689,10,169,51,14,13,5,13,12,9,4,11,37,9,8,76,33,8,3,2,5,6,5,175,19,5,8,166,7,50,4,131,138,36,56,3,14,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,modestobacter,modestobacter marinus
Zotu78,13,5,17,176,7,9,39,12,16,3,8,34,10,113,67,183,7,11,245,204,6,7,7,5,10,139,108,73,13,4,5,8,3,177,2,4,5,6,5,6,3,6,10,2,4,5,3,4,90,188,207,114,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga vignae
Zotu79,12,45,25,3,3,4,11,6,32,5,6,6,7,47,20,1,3,1,7,245,3,2,215,61,3,101,156,120,216,263,256,7,172,3,24,150,288,205,7,96,54,7,6,8,11,9,1,5,12,9,4,5,bacteria,acidobacteriota,blastocatellia,blastocatellales,pyrinomonadaceae,pyrinomonas,pyrinomonas methylaliphatogenes
Zotu80,1,5,35,5,1,3,1,0,179,38,345,162,0,50,77,1,153,1,1,1,233,0,0,3,0,69,221,25,157,188,82,52,0,50,79,2,157,72,2,56,59,4,3,4,2,30,73,2,30,14,89,30,archaea,nitrososphaerota,nitrososphaeria,nitrososphaerales,nitrososphaeraceae,nitrososphaera,candidatus nitrososphaera gargensis
Zotu81,21,326,96,16,6,12,79,330,34,139,9,76,11,954,71,17,11,11,20,10,14,14,11,34,21,13,6,19,11,1,4,6,0,0,2,5,4,10,7,1,3,8,12,5,101,2,6,6,58,52,60,162,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,herbaspirillum,herbaspirillum rhizosphaerae
Zotu82,42,44,109,20,18,41,29,198,12,6,13,67,9,67,101,12,10,8,816,15,11,142,214,12,20,43,37,540,18,2,2,52,3,2,0,19,2,4,1,40,5,5,2,1,5,7,3,3,78,42,88,25,bacteria,actinomycetota,actinomycetes,micrococcales,micrococcaceae,arthrobacter,arthrobacter agilis
Zotu83,273,46,48,68,8,11,185,195,44,334,8,42,10,48,44,6,31,16,46,9,11,4,8,15,12,12,72,30,9,9,11,5,7,4,4,11,6,40,5,4,3,55,71,115,297,167,4,5,132,54,78,63,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,comamonadaceae,ramlibacter,ramlibacter monticola
Zotu84,0,0,32,0,2,0,0,0,0,0,5,1,0,0,14,0,77,0,0,1,1,0,0,0,0,0,0,0,1,0,6,4,3,6,1,5,7,2,2,0,5,4,1,5,2,8,6,2,3,3,1,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,candidatus methanomethylophilaceae,candidatus methanomethylophilus,candidatus methanomethylophilus alvus
Zotu85,239,28,19,3,7,18,3,1,4,2,5,48,7,5,4,12,7,34,58,174,1,1,1,41,292,99,11,30,139,236,1,5,57,444,69,4,20,59,153,2,2,5,8,3,88,58,65,4,3,5,3,3,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,xanthobacteraceae,labrys,labrys wisconsinensis
Zotu86,2,2,7,3,6,6,1,9,3,2,17,12,0,3,2,3,5,104,3,1,273,0,0,26,7,6,1,3,1,17,14,50,11,9,31,98,2149,9,13,19,17,12,22,9,12,8,7,22,10,18,8,14,bacteria,actinomycetota,actinomycetes,micrococcales,micrococcaceae,kocuria,kocuria rhizophila
Zotu87,3,35,52,6,13,10,47,28,123,8,72,15,5,81,50,5,111,4,19,139,9,4,3,71,4,57,159,175,134,182,3,167,13,133,53,28,32,7,9,18,112,8,4,75,49,19,35,120,34,30,30,5,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu88,4,21,38,159,27,2,9,3,19,4,57,17,2,18,22,6,66,2,3,97,1,2,9,8,3,3,65,91,123,11,208,278,118,6,54,102,178,109,8,44,12,21,92,2,11,9,74,7,51,18,36,37,bacteria,chloroflexota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu89,7,14,9,8,9,3,45,38,11,2,4,15,4,55,15,2,3,1,66,134,7,1,5,77,2,4,75,157,155,128,165,230,253,267,96,8,46,6,7,122,87,17,2,3,70,4,8,132,6,7,2,2,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter stalactiti
Zotu90,3,127,14,6,3,9,18,51,86,72,19,57,9,44,11,9,12,8,10,140,8,6,21,33,219,288,79,274,89,4,80,26,1,5,192,76,24,61,6,116,113,3,5,15,94,10,76,21,5,6,7,24,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,sphaerotilaceae,caldimonas,caldimonas caldifontis
Zotu91,8,221,62,8,12,5,14,243,60,15,34,377,15,70,494,12,13,315,14,7,7,8,10,9,21,14,13,4,9,6,6,6,4,0,1,2,3,5,5,7,6,2,7,3,3,3,4,8,3,465,89,35,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,nibribacter,nibribacter koreensis
Zotu92,15,5,20,4,6,7,10,7,9,13,61,10,591,16,6,5,4,5,25,196,259,4,5,12,10,114,17,25,7,230,155,146,151,6,7,3,8,20,159,34,90,5,2,6,0,5,6,72,5,8,8,7,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,sphaerotilaceae,roseateles,pelomonas aquatica
Zotu93,247,73,99,39,15,14,135,142,123,244,5,97,13,323,110,9,69,14,17,13,15,9,12,15,21,14,15,16,13,5,5,3,3,5,6,3,4,7,2,2,11,4,75,1,63,5,4,1,81,92,35,99,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,burkholderiales,aquabacterium,aquabacterium limnoticum
Zotu94,3,155,28,60,7,5,5,166,74,7,55,7,13,82,138,8,3,5,9,7,5,8,7,64,4,41,137,22,10,5,8,2,3,8,219,76,0,77,8,74,4,6,1,6,102,3,8,1,2,62,130,57,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aquaticus
Zotu95,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,9,12,18,9,7,15,12,13,6,11,10,10,6,1626,347,148,55,142,218,9,9,7,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,14,19,20,8,16,8,14,10,20,10,23,16,18,14,20,16,13,12,13,17,12,bacteria,acidobacteriota,blastocatellia,blastocatellales,pyrinomonadaceae,pyrinomonas,pyrinomonas methylaliphatogenes
Zotu97,0,0,81,1,1,0,0,2,105,2,125,2,1,1,287,1,5,1,1,0,0,4,2,0,0,4,1,2,1,1,0,1,3,2,3,0,2,2,0,2,1,8,0,1,1,6,2,4,3,0,5,3,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu98,1,0,6,37,23,0,1,0,2,1,3,7,1,3,15,1,1,2,22,137,2,227,3,14,0,56,314,135,244,8,3,220,125,288,106,182,546,190,5,21,66,89,1,2,1,2,2,2,3,15,110,24,archaea,nitrososphaerota,nitrososphaeria,nitrososphaerales,nitrososphaeraceae,candidatus nitrososphaera,candidatus nitrososphaera
Zotu99,6,48,35,53,8,5,2,5,102,53,3,30,6,45,24,4,96,5,10,245,3,5,5,9,7,113,195,32,6,4,4,193,3,5,130,28,90,22,2,37,167,106,5,5,5,171,4,2,184,26,40,71,bacteria,nitrospirota,nitrospiria,nitrospirales,nitrospiraceae,nitrospira,nitrospira moscoviensis
Zotu100,4,106,76,21,2,4,469,38,18,6,5,56,6,80,28,3,5,8,49,6,4,7,8,12,8,175,110,86,2,9,154,3,9,4,84,42,6,134,4,117,8,21,59,5,4,43,116,9,55,46,125,16,bacteria,pseudomonadota,gammaproteobacteria,xanthomonadales,xanthomonadaceae,lysobacter,lysobacter xinjiangensis
Zotu101,8,27,32,3,5,3,7,85,76,5,118,39,6,33,8,1,14,5,29,2,10,2,22,1,159,169,19,28,49,5,187,74,35,56,176,99,88,157,2,214,209,7,4,20,32,2,6,2,44,13,5,26,bacteria,actinomycetota,actinomycetes,frankiales,frankiaceae,protofrankia,protofrankia coriariae
Zotu102,4,37,205,8,38,9,7,82,119,489,214,155,4,39,76,5,284,2,1,6,3,7,4,4,6,1,9,3,7,1,2,1,1,0,2,0,1,0,1,0,0,3,1,3,0,1,205,1,0,9,2,1,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,blastopirellula,blastopirellula marina
Zotu103,2,10,12,0,3,1,4,15,10,6,1,5,704,6,4,3,2,191,4,5,3,146,10,9,0,15,14,1,0,288,7,11,5,7,6,182,990,10,199,8,6,10,8,6,3,25,56,15,2,10,8,6,bacteria,pseudomonadota,gammaproteobacteria,moraxellales,moraxellaceae,moraxella,moraxella osloensis
Zotu104,12,459,63,30,31,14,36,57,39,18,176,52,10,30,49,9,9,8,46,3,155,13,7,62,500,166,132,99,10,4,0,178,63,2,80,89,49,49,1,4,6,30,5,1,3,3,4,7,72,22,4,28,bacteria,bacillota,bacilli,bacillales,bacillaceae,bacillus,bacillus funiculus
Zotu105,0,0,1,0,0,0,1,0,0,1,0,0,0,8,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19,7,8,12,7,16,12,15,26,6,10,14,16,23,73,13,9,8,7,15,13,9,13,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu106,8,4,15,18,11,181,31,11,13,9,5,12,15,16,9,1906,9,6,6,9,6,9,7,14,6,11,5,13,8,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,roseisolibacter,roseisolibacter agri
Zotu107,0,2,19,0,1,0,0,0,88,1,130,103,0,4,46,0,142,3,0,6,1,1,0,3,1,0,1,2,1,3,0,1,3,1,0,2,0,0,0,1,1,4,1,1,2,0,2,1,57,1,3,1,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu108,17,41,22,9,4,1522,17,118,30,30,10,43,9,64,17,24,117,10,10,11,32,6,19,35,11,108,16,30,8,1,4,63,2,0,4,4,1,4,3,4,6,3,108,3,4,3,4,6,36,59,5,8,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum massiliense
Zotu109,26,8,12,5,10,53,58,17,8,6,10,18,17,14,6,1719,9,15,18,13,8,14,8,11,13,10,28,30,16,1,0,0,0,0,20,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,geodermatophilus,geodermatophilus chilensis
Zotu110,163,4,8,7,7,6,10,4,19,6,24,7,6,15,1,1,129,4,15,3,349,4,4,6,1,48,4,12,213,4,177,2,72,305,5,64,9,53,3,62,1,3,1,1,55,100,1,5,1,4,50,39,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,nitrobacteraceae,bradyrhizobium,bradyrhizobium denitrificans
Zotu111,7,19,42,7,28,10,3,12,162,14,67,31,4,135,28,2,69,168,3,3,3,5,2,6,1,6,5,1,1,6,8,9,7,4,5,7,4,2,6,6,5,9,2,870,102,96,70,222,45,6,14,22,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu112,1,0,3,0,0,1,3,1,1,0,1,2,1,1,2,0,4,1,1,1,1,0,1,1,1,113,37,24,270,12,6,45,71,252,199,204,389,516,8,112,166,4,6,10,5,5,10,12,12,13,8,50,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,nevskiaceae,stagnimonas,stagnimonas aquatica
Zotu113,7,1,3,6,11,5,10,3,1,3,3,5,2,6,3,4,10,2,16,49,177,171,2,34,90,126,92,154,129,133,242,103,32,12,150,148,256,135,6,8,4,4,6,5,9,9,3,8,7,7,6,8,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu114,7,34,42,23,6,6,7,54,3,2,4,64,4,9,50,130,3,9,250,1,8,1,5,0,205,10,8,38,2,5,136,42,305,6,69,1,48,39,1,83,2,4,5,2,3,0,3,3,3,117,24,38,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga aerilata
Zotu115,4,4,5,3,20,7,9,3,0,0,22,2,2,36,8,4,5,6,40,84,3,214,2,81,26,190,24,41,87,3,2,252,299,173,59,4,48,4,124,36,156,6,6,38,6,3,4,4,5,9,3,1,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter stalactiti
Zotu116,7,136,32,4,5,7,508,79,6,380,4,61,16,9,72,9,5,6,12,324,12,10,9,16,5,7,7,11,12,3,3,2,3,3,5,1,2,3,8,1,0,1,138,3,1,2,174,2,0,22,4,41,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter galbus
Zotu117,6,49,67,10,6,5,134,30,9,40,9,12,8,48,106,3,9,11,61,10,15,252,22,26,169,104,10,153,13,12,12,51,22,5,155,80,81,293,12,207,5,2,15,6,3,5,4,12,10,114,31,84,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,massilia,massilia timonae
Zotu118,5,23,37,9,5,8,6,119,60,23,165,55,2,29,22,8,6,7,3,10,18,3,11,37,170,160,87,140,7,107,190,7,205,7,80,127,4,144,5,177,156,4,7,4,2,7,5,9,27,12,21,103,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,sphaerotilaceae,caldimonas,caldimonas caldifontis
Zotu119,7,3,40,5,6,5,3,40,89,9,71,60,4,27,44,5,56,6,14,109,189,3,1,3,2,20,94,18,7,5,4,61,34,4,3,48,9,7,2,42,79,14,5,6,27,48,14,142,134,14,7,21,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,iamia,iamia majanohamensis
Zotu120,8,37,11,10,7,6,2,9,47,4,0,152,6,67,181,3,2,243,210,2,4,6,3,9,5,5,5,11,5,8,11,7,8,5,28,7,4,9,10,6,7,7,11,3,9,5,6,6,155,332,85,290,bacteria,pseudomonadota,gammaproteobacteria,pseudomonadales,pseudomonadaceae,pseudomonas,pseudomonas duriflava
Zotu121,8,184,121,9,6,6,76,273,153,178,3,52,7,133,21,9,63,13,13,8,6,5,4,27,14,7,4,33,5,4,5,2,0,1,57,30,4,33,2,3,1,2,7,5,3,48,146,3,297,17,5,33,bacteria,pseudomonadota,betaproteobacteria,rhodocyclales,zoogloeaceae,pseudothauera,pseudothauera nasutitermitis
Zotu122,0,34,85,4,2,0,8,7,178,221,120,114,4,68,28,6,2,4,4,7,8,6,2,3,3,4,10,3,6,0,2,3,4,1,3,5,3,1,5,1,2,1,1,2,124,71,137,8,162,10,4,57,bacteria,verrucomicrobiota,verrucomicrobiae,limisphaerales,fontisphaeraceae,fontisphaera,fontisphaera persica
Zotu123,0,2,2,5,3,1,2,3,8,3,1,32,0,1,12,0,2,0,3,2,0,52,1,27,2,227,108,39,181,5,2,60,3,7,34,48,106,201,4,3,252,4,0,3,5,5,4,4,3,23,10,8,bacteria,chloroflexota,anaerolineae,anaerolineales,anaerolineaceae,thermanaerothrix,thermanaerothrix daxensis
Zotu124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,13,4,17,8,22,16,19,9,15,16,7,7,12,9,6,6,6,7,7,13,8,bacteria,acidobacteriota,blastocatellia,blastocatellales,pyrinomonadaceae,pyrinomonas,pyrinomonas methylaliphatogenes
Zotu125,4,46,4,1,0,0,40,50,2,3,44,49,8,23,80,1,1,4,161,4,2,4,2,4,3,3,73,6,3,9,13,9,14,11,7,5,8,9,10,9,3,4,260,11,9,7,7,6,63,421,295,138,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter metallilatus
Zotu126,0,6,17,13,3,2,10,1,98,5,39,1,10,64,34,1,101,4,21,6,2,1,3,4,0,4,2,31,4,9,343,10,4,4,34,8,3,64,15,137,8,8,7,152,63,8,324,4,78,35,149,116,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter ginsengiterrae
Zotu127,4,22,66,13,6,10,81,89,114,2,84,89,7,20,184,5,7,7,205,4,9,3,9,9,4,8,42,93,4,2,7,3,2,2,4,7,5,3,4,81,2,5,79,6,3,2,145,4,2,125,1,96,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,devosiaceae,devosia,devosia submarina
Zotu128,5,63,82,3,6,3,6,29,162,4,8,78,7,46,24,4,101,4,5,4,174,1,10,3,3,14,227,26,6,3,1,80,5,5,74,72,6,180,4,5,8,6,7,4,10,6,7,3,67,35,76,58,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,nevskiaceae,panacagrimonas,panacagrimonas perspica
Zotu129,7,4,5,6,9,8,4,3,2,2,2,5,2,5,4,6,3,8,2,3,5,171,0,4,0,66,224,131,3,6,70,4,8,5,48,22,14,36,5,112,249,10,9,209,67,91,65,5,64,8,5,9,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu130,3,255,62,3,5,10,48,42,7,8,75,166,7,23,136,7,4,6,18,7,10,11,9,11,4,104,6,144,5,8,7,9,3,0,51,48,16,99,4,225,7,5,4,5,3,5,5,5,74,63,17,94,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,massilia,massilia niastensis
Zotu131,8,38,51,8,7,6,21,73,29,2,10,46,10,39,106,2,8,181,877,5,7,8,4,11,11,9,23,17,12,5,8,7,3,8,2,5,6,12,7,9,7,7,89,4,9,7,6,6,140,226,77,99,bacteria,bacillota,bacilli,bacillales,bacillaceae,domibacillus,domibacillus tundrae
Zotu132,538,29,14,8,2,1261,15,16,16,14,9,17,7,14,20,12,11,5,7,8,9,7,3,23,22,4,4,16,9,1,0,0,0,0,0,0,0,1,0,1,0,0,49,2,1,0,4,0,46,5,17,0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,herbaspirillum,herbaspirillum rhizosphaerae
Zotu133,2,47,25,4,6,1,4,30,106,4,2,5,4,32,48,3,4,3,1,7,267,2,8,5,6,3,7,2,8,213,2,1,6,6,38,5,1,3,5,4,4,8,4,11,256,80,117,6,72,31,90,262,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,sinobacteraceae,solimonas,solimonas soli
Zotu134,14,21,32,5,8,15,10,124,78,7,62,133,3,80,75,4,224,5,5,130,6,0,3,5,5,68,84,118,73,1,3,4,3,4,55,13,18,70,0,82,84,4,2,6,3,1,2,4,3,8,20,18,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu135,3,58,66,13,4,6,193,15,52,123,3,75,12,3,82,11,0,8,34,6,14,6,9,7,15,5,46,199,4,7,4,137,3,4,24,219,59,6,5,144,6,2,4,5,2,4,3,8,4,71,70,121,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter metallilatus
Zotu136,3,157,4,6,8,6,111,33,20,9,44,31,6,9,10,3,7,4,70,4,4,3,673,91,10,69,5,114,9,2,1,40,1,6,4,69,54,62,4,5,1,4,2,3,4,6,1,2,3,52,12,23,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,massilia,massilia eurypsychrophila
Zotu137,6,84,33,5,5,6,21,6,17,10,3,8,15,91,157,4,9,6,230,7,383,12,4,12,14,8,86,178,10,7,9,6,6,3,2,7,3,5,11,39,4,3,6,3,5,5,5,6,3,327,47,96,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,sediminibacterium,sediminibacterium salmoneum
Zotu138,12,361,52,26,3,36,87,179,33,177,6,39,12,87,70,8,67,7,56,7,5,6,9,16,3,13,6,11,10,4,7,1,2,5,5,7,2,4,5,4,8,14,48,3,173,3,120,1,4,46,27,95,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum autotrophicum
Zotu139,7,27,77,36,4,7,6,78,18,2,4,5,9,14,25,9,7,6,348,2,5,8,4,4,111,96,129,106,3,1,3,160,2,387,2,47,4,0,1,114,111,7,2,0,7,4,2,3,1,76,56,1,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium roseum
Zotu140,5,52,70,1,5,5,2,73,23,4,47,43,1,68,60,2,149,2,2,3,2,6,1,0,4,6,3,1,5,14,3,11,7,7,6,7,7,4,8,6,9,4,9,161,261,5,70,3,118,19,26,23,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter stalactiti
